source,bucket,provider_type,name,address,area,lat,lng,phone,website,rating,reviews,hours_json,pet_policy,unclaimed_on_google,external_source,external_id
serpapi,provider,vet,Centro Médico Veterinario,"Moreno Buenos Aires AR, Concejal Alberto Rosset 233, B1744 OBE, Argentina","Moreno, Buenos Aires",-34.6455111,-58.7933965,+54 11 6392-7811,,4.4,319,"{""jueves"": ""9 a.m.–4 p.m."", ""viernes"": ""9 a.m.–4 p.m."", ""sábado"": ""9 a.m.–4 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–4 p.m."", ""martes"": ""9 a.m.–4 p.m."", ""miércoles"": ""9 a.m.–4 p.m.""}",,,serpapi_gmaps,0x95bc94501f2dca79:0xedef42b71582e92e
serpapi,provider,vet,Veterinaria el Arca,"Justo Daract 7970, B1744 Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6481001,-58.7770102,,,4.7,420,"{""jueves"": ""4–7:30 p.m."", ""viernes"": ""Cerrado"", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado"", ""lunes"": ""4–7:30 p.m."", ""martes"": ""Cerrado"", ""miércoles"": ""4–7:30 p.m.""}",,True,serpapi_gmaps,0x95bc95a98211c171:0x9b2c58675ec20a7b
serpapi,provider,vet,Veterinaria Aurora,"Manuel Obarrio 944, B1744 Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6568103,-58.809272199999995,+54 11 7369-8488,http://www.veterinariaurora.com.ar/,4.5,597,"{""jueves"": ""10 a.m.–2 p.m., 4–7 p.m."", ""viernes"": ""10 a.m.–2 p.m., 4–7 p.m."", ""sábado"": ""10 a.m.–2 p.m., 4–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–2 p.m., 4–7 p.m."", ""martes"": ""10 a.m.–2 p.m., 4–7 p.m."", ""miércoles"": ""10 a.m.–2 p.m., 4–7 p.m.""}",,,serpapi_gmaps,0x95bc946103570003:0x29309465694e6af8
serpapi,provider,vet,Veterinaria GUALU,"Hipólito Yrigoyen 1838, B1744COU Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.656318399999996,-58.804045599999995,+54 11 4048-1607,,4.7,144,"{""jueves"": ""9:30 a.m.–12:30 p.m., 4:30–7 p.m."", ""viernes"": ""10 a.m.–3:30 p.m."", ""sábado"": ""9:30 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–4 p.m."", ""martes"": ""10 a.m.–4 p.m."", ""miércoles"": ""10 a.m.–12:30 p.m., 4:30–7 p.m.""}",,,serpapi_gmaps,0x95bc945fdb3b1119:0x2a5acaeb5e169795
serpapi,provider,vet,Clínica Veterinaria Verdu,"Leandro N. Alem 2879, B1744OPG Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6534814,-58.792704199999996,+54 9 237 410-3001,https://www.instagram.com/veterinariaverdu/,4.3,247,"{""jueves"": ""10 a.m.–7 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7 p.m."", ""martes"": ""10 a.m.–7 p.m."", ""miércoles"": ""10 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bc9457b9785983:0xf5e5e86f15247361
serpapi,provider,vet,Centro Veterinario Cruz azul,"Av. del Libertador 984, B1744 AAW, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6387783,-58.7873503,+54 11 5465-8505,,4.6,604,"{""jueves"": ""9:30 a.m.–3 p.m."", ""viernes"": ""9:30 a.m.–3 p.m."", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado"", ""lunes"": ""9:30 a.m.–5 p.m."", ""martes"": ""9:30 a.m.–5 p.m."", ""miércoles"": ""9:30 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bc944c74983b35:0x679648fd9786c788
serpapi,provider,vet,Veterinaria Gaona 1,"Av. del Libertador 1326, B1744 Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6347794,-58.7854544,+54 11 6524-7005,https://www.instagram.com/veterinariagaona/,4,694,"{""jueves"": ""9 a.m.–1 p.m., 2:30–6:30 p.m."", ""viernes"": ""9 a.m.–5 p.m."", ""sábado"": ""9 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 2:30–6:30 p.m."", ""martes"": ""9 a.m.–1 p.m., 2:30–6:30 p.m."", ""miércoles"": ""9 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bc944ae5e7d1e9:0xd7174baa03f73bee
serpapi,provider,vet,Pet Shop y Veterinaria - Natural Life - Moreno,"Av. Victorica 1128, B1744 Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.635019,-58.792522999999996,+54 11 2722-6546,https://www.natural-life.com.ar/,4.6,383,"{""jueves"": ""10 a.m.–9 p.m."", ""viernes"": ""10 a.m.–9 p.m."", ""sábado"": ""10 a.m.–9 p.m."", ""domingo"": ""10 a.m.–9 p.m."", ""lunes"": ""10 a.m.–9 p.m."", ""martes"": ""10 a.m.–9 p.m."", ""miércoles"": ""10 a.m.–9 p.m.""}",,,serpapi_gmaps,0x95bc9521f83a13ad:0x22343723072327a7
serpapi,provider,vet,Veterinaria Victorica,"Av. Victorica 896, B1744BWV Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6381836,-58.7932219,+54 237 463-6947,,4.7,611,"{""jueves"": ""9 a.m.–1 p.m."", ""viernes"": ""9 a.m.–1 p.m."", ""sábado"": ""9 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m."", ""martes"": ""9 a.m.–1 p.m."", ""miércoles"": ""9 a.m.–1 p.m.""}",,,serpapi_gmaps,0x95bc9448ed4c1f33:0xffa9364c7f17596
serpapi,provider,vet,Veterinaria Lechu,"Av. del Libertador 1651, B1743AAD Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.631816199999996,-58.7818919,+54 11 6460-8639,,4.6,101,"{""jueves"": ""3–7 p.m."", ""viernes"": ""3–7 p.m."", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado"", ""lunes"": ""3–7 p.m."", ""martes"": ""3–7 p.m."", ""miércoles"": ""3–7 p.m.""}",,,serpapi_gmaps,0x95bc95b558859785:0xf03ca6919a2cad10
serpapi,provider,vet,Moreno Norte,"C. Marcos de Bueno 579, B1744 Gran Buenos Aires, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.62628,-58.786272499999995,+54 11 3617-0154,,4.2,139,"{""jueves"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""viernes"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""sábado"": ""9 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""martes"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""miércoles"": ""9 a.m.–1 p.m., 4–7:30 p.m.""}",,,serpapi_gmaps,0x95bc9433a7b7edb1:0x8339dd28498af937
serpapi,provider,vet,Veterinaria Animal Care,"España 808 esquina Viamonte, B1744ACR Buenos Aires, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6409541,-58.7866557,+54 11 6557-5665,,4.6,194,"{""jueves"": ""9 a.m.–12:30 p.m., 3–5:30 p.m."", ""viernes"": ""9 a.m.–12:30 p.m."", ""sábado"": ""9 a.m.–12:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–12:30 p.m., 3–5:30 p.m."", ""martes"": ""3–5:30 p.m."", ""miércoles"": ""9 a.m.–12:30 p.m.""}",,,serpapi_gmaps,0x95bc944daf162fbf:0xd45fc9a6d60903b4
serpapi,provider,vet,Pet Shop Ecuador Consultorio Veterinario,"Ecuador 6093, B1743BYY Moreno, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.6169529,-58.7850779,+54 11 4928-0086,,4.5,96,"{""jueves"": ""9 a.m.–1 p.m., 4–7 p.m."", ""viernes"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""sábado"": ""9 a.m.–1 p.m., 4–7:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 2–7 p.m."", ""martes"": ""9 a.m.–1 p.m., 3–7 p.m."", ""miércoles"": ""9 a.m.–1 p.m., 3–7 p.m.""}",,True,serpapi_gmaps,0x95bc952b2ee14f6f:0x86238543609821fd
serpapi,provider,vet,Hospital Veterinario,"Boulevar Caveri 1343, B1736 Trujui, Provincia de Buenos Aires, Argentina","Moreno, Buenos Aires",-34.582783299999996,-58.751120699999994,+54 11 5049-1519,https://hospitalveterinario.com.ar/,4.4,2085,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–8 p.m."", ""domingo"": ""9 a.m.–4 p.m."", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bc963d7bd474b5:0x2756f361d65bc253
serpapi,provider,shop,Como Perro&Gato Petshop Palermo,"Fray Justo Sta. María de Oro 2599, C1425FOK Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.578413999999995,-58.4234303,+54 11 2899-4358,,5,16,"{""jueves"": ""9:30 a.m.–8 p.m."", ""viernes"": ""9:30 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9:30 a.m.–8 p.m."", ""martes"": ""9:30 a.m.–8 p.m."", ""miércoles"": ""9:30 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb500360b0ed5:0x2f6d02692d9a1bfb
serpapi,provider,shop,PET SHOP SUPER PATITAS,"Armenia 2189, C1425FBC Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5863437,-58.4223651,+54 11 5757-3214,https://instagram.com/petshop_super_patitas,4.6,56,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb5d095c2c0cf:0xf61e99b4d81da1c2
serpapi,provider,shop,Paws Pet Market,"Av. Córdoba 5173, C1414 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.590309,-58.4358085,+54 11 6693-2149,http://paws-petmarket.com/,4.8,145,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–4 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb573d2c5cc0f:0x8d702fa366fcae10
serpapi,provider,shop,Palermo Pet Store,"Julián Álvarez 2097, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5892305,-58.4185726,+54 9 11 4960-2797,,4.2,172,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bccb1263f060af:0x4239fc96b758980d
serpapi,provider,shop,KANGOO PET FOOD Palermo,"Av. Raúl Scalabrini Ortiz 1669, C1414DOD Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5905285,-58.4241416,+54 810-220-6666,http://www.kangoopet.com.ar/,4.4,544,"{""jueves"": ""9 a.m.–9 p.m."", ""viernes"": ""9 a.m.–9 p.m."", ""sábado"": ""9 a.m.–9 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–9 p.m."", ""martes"": ""9 a.m.–9 p.m."", ""miércoles"": ""9 a.m.–9 p.m.""}",,,serpapi_gmaps,0x95bcca78bb2517a3:0x51c0693180b631e7
serpapi,provider,shop,"Pet Shop - Natural Life - Palermo, Paseo Alcorta","Jerónimo Salguero 3212, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5747293,-58.403470199999994,+54 11 2154-9127,https://www.natural-life.com.ar/,4.6,294,"{""jueves"": ""9 a.m.–9 p.m."", ""viernes"": ""9 a.m.–9 p.m."", ""sábado"": ""9 a.m.–9 p.m."", ""domingo"": ""9 a.m.–9 p.m."", ""lunes"": ""9 a.m.–9 p.m."", ""martes"": ""9 a.m.–9 p.m."", ""miércoles"": ""9 a.m.–9 p.m.""}",,,serpapi_gmaps,0x95bcb55e0358c14d:0xd8b924526f070b28
serpapi,provider,shop,Casper Pet Store Santa Fe,"Av. Sta. Fe 4914, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5776393,-58.429102099999994,+54 11 3654-4985,http://www.casperpetstore.com.ar/,4.6,320,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb5c23f023efb:0x47bbd55162d4d4d3
serpapi,provider,shop,Carpe Diem Pet Shop,"Paraguay 5286, C1425 BTH, Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5788438,-58.431839,+54 11 3086-9853,,4.6,36,"{""jueves"": ""10 a.m.–2 p.m., 4–8 p.m."", ""viernes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""sábado"": ""10 a.m.–3 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""martes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""miércoles"": ""10 a.m.–2 p.m., 4–8 p.m.""}",,,serpapi_gmaps,0x95bcb59102d35317:0xf259ea250ac1919c
serpapi,provider,shop,Palermo Pet,"Gral. Lucio Norberto Mansilla 3509, C1425BPU Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.591486499999995,-58.4138259,+54 11 6490-6303,,4.3,38,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcca812d85b3f9:0x1ff4ed38f5c6cacc
serpapi,provider,shop,Casper Pet Store Arenales,"Arenales 3684, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5852842,-58.413930799999996,+54 11 3233-6000,http://www.casperpetstore.com.ar/,4.9,122,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–4 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb5303f136c3b:0x9b5ab55d92e24136
serpapi,provider,shop,Pet Shop Infinito Amor,"José A. Cabrera 3818, C1186 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5966257,-58.4202338,+54 11 6755-4393,https://www.instagram.com/petshopinfinitoamor/,5,29,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""9 a.m.–5 p.m."", ""sábado"": ""10 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bccba6ca849273:0xe650b880fc479ea2
serpapi,provider,shop,ANIMAL POINT,"C1425BSN, Paraguay 4488, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5849146,-58.4241451,+54 11 4444-0943,,4.7,158,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb586a713e8bb:0x8072be310e0a48f6
serpapi,provider,shop,Como Perros y Gatos Club Pet Shop,"Arévalo 2314, C1425FZF Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5760256,-58.4349644,+54 11 4773-5974,,4.8,278,"{""jueves"": ""10 a.m.–2 p.m., 3:30–7:30 p.m."", ""viernes"": ""10 a.m.–2 p.m., 3:30–7:30 p.m."", ""sábado"": ""10 a.m.–2 p.m., 4–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–2 p.m., 3:30–7:30 p.m."", ""martes"": ""10 a.m.–2 p.m., 3:30–7:30 p.m."", ""miércoles"": ""10 a.m.–2 p.m., 3:30–7:30 p.m.""}",,,serpapi_gmaps,0x95bcb59425b04839:0x7813bcb7e3c87bda
serpapi,provider,shop,PELUQUERÍA Y PETSHOP FULLMASKOTAS,"Malabia 2284, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5862439,-58.420297399999995,+54 9 11 7656-6041,,4.5,84,"{""jueves"": ""10 a.m.–7 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7 p.m."", ""martes"": ""10 a.m.–7 p.m."", ""miércoles"": ""10 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcb5b6e29c3b51:0x215be1dc42d34c26
serpapi,provider,shop,Tyna Pet Shop,"Fray Justo Sta. María de Oro 2408, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5801193,-58.425330699999996,+54 11 3910-0028,http://tynapetshop.com/,4.7,70,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb53dfeac9c6f:0x58d7f55152366be7
serpapi,provider,shop,Magacan Palermo Pet Shop,"Charcas 3625, C1425 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5887603,-58.4161326,+54 11 5631-1497,https://www.instagram.com/magacanpetshop/,4.5,13,"{""jueves"": ""10 a.m.–7:30 p.m."", ""viernes"": ""10 a.m.–7:30 p.m."", ""sábado"": ""10 a.m.–2 p.m., 4:30–7:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7:30 p.m."", ""martes"": ""10 a.m.–7:30 p.m."", ""miércoles"": ""10 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bccb233afda317:0x3dca757031f6d742
serpapi,provider,shop,Pet Araoz,"Aráoz 2436, C1425DGL Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5863097,-58.416064999999996,+54 9 11 5823-3688,,4.5,68,"{""jueves"": ""11:30 a.m.–7:30 p.m."", ""viernes"": ""11:30 a.m.–7:30 p.m."", ""sábado"": ""11 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""11:30 a.m.–7:30 p.m."", ""martes"": ""11:30 a.m.–7:30 p.m."", ""miércoles"": ""11:30 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bcb57fea58802d:0x4589450d7d1cfa6e
serpapi,provider,shop,"Puppis Veterinaria, Peluqueria y Pet Shop","Ortega y Gasset 1876, C1416 Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5707156,-58.4327408,+54 11 5585-8614,https://www.puppis.com.ar/,4.6,193,"{""jueves"": ""8 a.m.–9 p.m."", ""viernes"": ""8 a.m.–9 p.m."", ""sábado"": ""9 a.m.–9 p.m."", ""domingo"": ""10 a.m.–8 p.m."", ""lunes"": ""8 a.m.–9 p.m."", ""martes"": ""8 a.m.–9 p.m."", ""miércoles"": ""8 a.m.–9 p.m.""}",,,serpapi_gmaps,0x95bcb5ee56db3a41:0x84a1908284e55979
serpapi,provider,shop,Quique's Pets Shop,"DOP, Av. Raúl Scalabrini Ortiz 1538, C1414 C1414DOP, Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.5911207,-58.425753099999994,+54 11 4092-1383,,4.4,68,"{""jueves"": ""9 a.m.–7 p.m."", ""viernes"": ""9 a.m.–7 p.m."", ""sábado"": ""9 a.m.–6:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–7 p.m."", ""martes"": ""9 a.m.–7 p.m."", ""miércoles"": ""9 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bccb8f7453efd5:0x744a1d5220dad173
serpapi,provider,shop,"Puppis Veterinaria, Peluquería y Pet Shop","Bulnes 2052, C1425 DKJ, Cdad. Autónoma de Buenos Aires, Argentina","Palermo, CABA",-34.587565999999995,-58.411325999999995,+54 810-220-2345,http://www.puppis.com.ar/,3.6,257,"{""jueves"": ""8 a.m.–8:30 p.m."", ""viernes"": ""8 a.m.–8:30 p.m."", ""sábado"": ""9 a.m.–8:30 p.m."", ""domingo"": ""10 a.m.–8 p.m."", ""lunes"": ""8 a.m.–8:30 p.m."", ""martes"": ""8 a.m.–8:30 p.m."", ""miércoles"": ""8 a.m.–8:30 p.m.""}",,,serpapi_gmaps,0x95bcca8227c4a84d:0xa447627505edb885
serpapi,provider,shop,Magacan Belgrano Pet Shop,"Monroe 1627, C1428BKS Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.553732499999995,-58.4526294,+54 11 4785-6690,https://www.instagram.com/magacanpetshop/,4.9,213,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb42def6a55b7:0x19072490ee0ee1ad
serpapi,provider,shop,La Jungla Pet Shop,"Monroe 3248, C1428BMD Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.563394599999995,-58.468014,+54 11 3559-3369,,4.5,168,"{""jueves"": ""10 a.m.–2 p.m., 4–8 p.m."", ""viernes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""sábado"": ""10 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""martes"": ""10 a.m.–2 p.m., 4–8 p.m."", ""miércoles"": ""10 a.m.–2 p.m., 4–8 p.m.""}",,,serpapi_gmaps,0x95bcb67e0e22f3db:0xf5aa63c7f517651b
serpapi,provider,shop,BEN PET SHOP,"Monroe 1682, C1428BKT Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.5542331,-58.452889199999994,+54 11 4004-2062,http://www.benpetshop.com.ar/,4.6,147,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb59754baf647:0xb99bb9d6ecc8ccb8
serpapi,provider,shop,Pet Shop Mascotas de la Abadía,"La Pampa 2083, C1428 EAI, Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.5630058,-58.4512685,+54 11 2305-3078,https://instagram.com/mdelabadia?utm_medium=copy_link,4.7,31,"{""jueves"": ""9:30 a.m.–7:30 p.m."", ""viernes"": ""9:30 a.m.–7:30 p.m."", ""sábado"": ""10 a.m.–7:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9:30 a.m.–7:30 p.m."", ""martes"": ""9:30 a.m.–7:30 p.m."", ""miércoles"": ""9:30 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bcb5e35e8414d1:0x7a16a8a2f75f78ca
serpapi,provider,shop,Pet Shop - Natural Life - Monroe,"Monroe 1655, C1428BNC Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.553896699999996,-58.4530022,+54 11 6664-5846,https://www.natural-life.com.ar/,4.4,346,"{""jueves"": ""9 a.m.–9 p.m."", ""viernes"": ""9 a.m.–9 p.m."", ""sábado"": ""9 a.m.–9 p.m."", ""domingo"": ""9 a.m.–9 p.m."", ""lunes"": ""9 a.m.–9 p.m."", ""martes"": ""9 a.m.–9 p.m."", ""miércoles"": ""9 a.m.–9 p.m.""}",,,serpapi_gmaps,0x95bcb42de97b46eb:0x1e44fef399a59cd1
serpapi,provider,shop,Pet Shop - Natural Life - Belgrano,"Av. del Libertador 5927, C1428 Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.557214,-58.446937999999996,+54 11 7659-5662,https://www.natural-life.com.ar/,5,1,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb538999040f7:0xfbca0cf9312150c
serpapi,provider,shop,BEN PET SHOP,"Superí 2485, C1430 Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.564451,-58.469376999999994,+54 11 3230-2617,,4.8,18,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb7188e0018e7:0x7b969dd5875f4410
serpapi,provider,vet,THE PET MARKET,"Dr. Pedro Ignacio Rivera 3006, C1428 Cdad. Autónoma de Buenos Aires, Argentina","Belgrano, CABA",-34.560215,-58.466938999999996,+54 9 11 2494-8950,https://www.instagram.com/thepet.market/,5,210,"{""jueves"": ""10 a.m.–7 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7 p.m."", ""martes"": ""10 a.m.–7 p.m."", ""miércoles"": ""10 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcb7007b05f91d:0x8c6b66529ccd7c58
